genome	true_class	top_class	top_p	0	1	2
Aspergillus_neoellipticus	2	2.0	1.0	4.981742796061894e-11	1.7975745403905202e-13	1.0
Eremothecium_coryli	2	2.0	1.0	5.217283050029664e-09	1.4108846469601533e-12	1.0
Symmetrospora_coprosmae	0	0.0	1.0	1.0	8.246421257120193e-30	4.9363379534340003e-20
Aspergillus_awamori	2	2.0	1.0	3.2464336774395974e-11	3.421391642222105e-11	1.0
Aspergillus_indologenus	2	2.0	1.0	3.1700900585129865e-13	6.878479278944315e-16	1.0
Erysiphe_necator	1	1.0	1.0	4.0075876645007114e-11	1.0	7.323099765477181e-11
Trichoderma_arundinaceum	1	1.0	1.0	5.329280668398454e-18	1.0	7.921809909439137e-12
Ambrosiozyma_oregonensis	2	2.0	1.0	5.067745804248735e-19	5.2724085318120635e-22	1.0
Chaetomium_thermophilum	1	1.0	1.0	2.9446062795935365e-15	1.0	3.3647851892986205e-14
Fibroporia_radiculosa	0	0.0	1.0	1.0	1.7662629194486926e-24	2.5227926301815695e-13
Sanghuangporus_baumii	0	0.0	1.0	1.0	5.085164002477825e-23	1.0760843873900315e-17
Lachancea_nothofagi	2	2.0	1.0	4.1223968577233725e-16	6.780663270450349e-13	1.0
Verticillium_alfalfae	1	1.0	1.0	1.2197687369023711e-16	1.0	1.5870959564844272e-16
Candida_wancherniae	2	2.0	1.0	1.6258012796498849e-21	1.4380486385023872e-11	1.0
Pseudogymnoascus_sp._WSF_3629	1	1.0	1.0	2.0401387141964674e-20	1.0	1.249059341200398e-12
Kazachstania_martiniae	2	2.0	1.0	3.08845458159724e-14	2.998552876267921e-14	1.0
Bipolaris_maydis	2	2.0	1.0	8.438560072931978e-09	1.551814926559203e-10	1.0
Baudoinia_panamericana	2	2.0	1.0	2.136583699422829e-16	1.840201329593511e-22	1.0
Helicocarpus_griseus	2	2.0	1.0	1.865357477856544e-12	1.0543418360597911e-09	1.0
Tolypocladium_paradoxum	1	1.0	1.0	5.8233733227996224e-21	1.0	1.3428188985305014e-19
Metschnikowia_ipomoeae	2	2.0	1.0	5.1758327561385786e-24	6.959458444551802e-30	1.0
Synchytrium_endobioticum	0	0.0	1.0	1.0	2.376752494901574e-13	3.177236251872273e-11
Amanita_inopinata	0	0.0	1.0	1.0	8.336054113095097e-23	8.151462860757938e-16
Fusarium_equiseti	1	1.0	1.0	6.38099724138496e-16	1.0	1.1831232174519535e-11
Pleurotus_citrinopileatus	0	0.0	1.0	1.0	7.689280722752058e-19	4.992734199162074e-13
Juglanconis_sp._DMW523	1	1.0	1.0	2.4303779136230184e-14	1.0	8.354003711019686e-09
Phellinidium_pouzarii	0	0.0	1.0	1.0	3.4400477223099803e-22	3.456606197171035e-16
Hypsizygus_marmoreus	0	0.0	1.0	1.0	5.221631335013189e-21	1.8046590697512466e-12
Trichoderma_brevicompactum	1	1.0	1.0	4.1302314988951685e-18	1.0	3.0031118650880595e-12
Naumovozyma_castellii	2	2.0	1.0	3.118953188709257e-14	1.5815410416244396e-17	1.0
Lactifluus_rugatus	0	0.0	1.0	1.0	4.092202449259472e-17	1.8333263166688842e-16
Puccinia_hordei	0	0.0	1.0	1.0	5.782136379937908e-13	1.387203116014668e-15
Gymnopus_luxurians	0	0.0	1.0	1.0	2.904777703995915e-22	3.14544117951932e-15
Kretzschmaria_deusta	1	1.0	1.0	1.348349132388962e-16	1.0	1.473719341005264e-10
Colletotrichum_simmondsii	1	1.0	1.0	5.736202864962025e-19	1.0	8.133793118203503e-15
Lactarius_sp._MG121	0	0.0	1.0	1.0	1.4162232938293692e-19	3.6245095813569606e-09
Saccharomyces_eubayanus	2	2.0	1.0	3.61476207149999e-16	5.777193178216044e-22	1.0
Exidia_glandulosa	0	0.0	1.0	1.0	4.828607140316326e-38	8.79481422887408e-18
Moesziomyces_sp._F16C1	0	0.0	1.0	1.0	1.1507254126155666e-22	1.835677759539801e-16
Neurospora_pannonica	1	1.0	1.0	7.069734879981693e-13	1.0	1.0286963642025526e-10
Davidsoniella_virescens	1	1.0	1.0	3.52573843228753e-15	1.0	1.82257944847386e-10
Russula_sp._MG48	0	0.0	1.0	1.0	4.482229523170678e-18	1.4393266309711827e-12
Lipomyces_starkeyi	2	2.0	1.0	8.088854586141281e-10	8.245597094003188e-09	1.0
Hypoxylon_sp._E7406B	1	1.0	1.0	1.4714615000671078e-17	1.0	4.250085526569247e-12
Penicillium_solitum	2	2.0	1.0	1.0250746987892391e-14	4.128105912659663e-10	1.0
Epichloe_elymi	1	1.0	1.0	1.2164312327027452e-18	1.0	1.3476731666392516e-12
Sporothrix_insectorum	1	1.0	1.0	3.2354446899418576e-10	1.0	3.727839981149117e-10
Peltaster_fructicola	2	2.0	0.9999998807907104	3.805518389299323e-08	2.5228278133226922e-08	0.9999998807907104
Trichoderma_atroviride	1	1.0	1.0	3.664894014268256e-19	1.0	1.4617744948514089e-13
Stropharia_rugosoannulata	0	0.0	1.0	1.0	1.3470964441562628e-21	3.3438116370850673e-15
Coniferiporia_sulphurascens	0	0.0	1.0	1.0	4.716934839082202e-22	6.081361983271711e-16
Blastomyces_parvus	2	2.0	1.0	9.100404457784705e-11	1.7987579203904147e-09	1.0
Chaetomium_cochliodes	1	1.0	1.0	5.388992768867126e-19	1.0	9.162078918895783e-14
Gloeostereum_incarnatum	0	0.0	1.0	1.0	1.8676344787544383e-21	4.942839974125812e-12
Pseudopyrenochaeta_lycopersici	2	2.0	1.0	2.9333053777695064e-15	4.3876458022396037e-10	1.0
Solicoccozyma_terricola	0	0.0	1.0	1.0	4.119181412811923e-20	3.1156338783472045e-15
Torulaspora_pretoriensis	2	2.0	1.0	1.0597534267308461e-16	5.584886198519817e-19	1.0
Ambrosiozyma_pseudovanderkliftii	2	2.0	1.0	2.3241207644118713e-15	1.1651420071734658e-31	1.0
Cordyceps_farinosa	1	1.0	1.0	4.201367444049697e-14	1.0	2.8310131474328093e-14
Aspergillus_pseudoterreus	2	2.0	1.0	5.319965337534241e-15	2.6421243952074724e-17	1.0
Pseudogymnoascus_sp._VKM_F-4517_FW-2822	1	1.0	1.0	4.553062024727553e-16	1.0	5.021564830620662e-10
Holtermanniella_nyarrowii	0	0.0	1.0	1.0	2.659453653264578e-19	1.126045413964229e-18
Colletotrichum_salicis	1	1.0	1.0	7.972683140370382e-19	1.0	2.6904383736603595e-15
Schizopora_paradoxa	0	0.0	1.0	1.0	3.52975388336554e-27	2.4463343424518354e-18
Verticillium_isaacii	1	1.0	1.0	5.7672521232299685e-18	1.0	1.1293724278593265e-15
Pseudogymnoascus_sp._VKM_F-4520_FW-2644	1	1.0	1.0	6.029414723166026e-15	1.0	2.600934578822489e-09
Pyrenophora_teres	2	2.0	1.0	2.024425853603088e-26	1.8893815277500753e-15	1.0
Hanseniaspora_clermontiae	2	2.0	1.0	1.2677825017324606e-17	9.440347756586425e-27	1.0
Knoxdaviesia_proteae	1	1.0	1.0	4.872843647162612e-18	1.0	8.026125541960027e-09
Tolypocladium_sp._Salcha_MEA-2	1	1.0	1.0	4.2049558443314786e-23	1.0	1.6221780831640606e-20
Psilocybe_cyanescens	0	0.0	1.0	1.0	2.0851936976609308e-18	1.5569906475221273e-11
Cordyceps_militaris	1	1.0	1.0	1.2032623372129356e-21	1.0	1.5254155135737366e-17
Blastomyces_sp._MA-2018	2	2.0	1.0	9.749282492421685e-10	3.2197726707039465e-09	1.0
Verticillium_dahliae	1	1.0	1.0	1.2920336174951678e-16	1.0	8.87429007300042e-16
Starmera_amethionina	2	2.0	1.0	1.410241395527544e-31	1.5863083205995683e-32	1.0
Ustilago_xerochloae	0	0.0	1.0	1.0	3.3167993725853235e-17	1.1205918859502617e-08
Termitomyces_sp._MG145	0	0.0	1.0	1.0	3.541698650596169e-15	6.71454124939741e-12
Piromyces_finnis	0	0.0	1.0	1.0	2.1680366810106746e-24	8.922325734955685e-15
Epichloe_bromicola	1	1.0	1.0	6.492344971491558e-24	1.0	1.422055954225561e-16
Magnaporthiopsis_incrustans	1	1.0	1.0	6.877872459246947e-17	1.0	6.063691807991956e-22
Melampsora_abietiscanadensis	0	0.0	1.0	1.0	2.1139555120219508e-17	2.7091879087337567e-11
Metschnikowia_mauinuiana	2	2.0	1.0	3.5143256029681425e-22	3.5870433060823947e-23	1.0
Aspergillus_uvarum	2	2.0	1.0	1.808788362145375e-11	2.3601129731098958e-11	1.0
Aspergillus_arachidicola	2	2.0	1.0	4.57472905043832e-12	7.881085107436236e-13	1.0
Fusarium_oxysporum	1	1.0	1.0	6.4582275217587895e-18	1.0	1.2112950616496865e-12
Suhomyces_emberorum	2	2.0	1.0	1.041110844709408e-20	3.203629920791137e-21	1.0
Chalaropsis_thielavioides	1	1.0	1.0	4.004296930941461e-21	1.0	2.2011486126363472e-21
Atkinsonella_hypoxylon	1	1.0	1.0	2.959619919972055e-21	1.0	1.1085958540046903e-11
Magnaporthiopsis_rhizophila	1	1.0	1.0	2.5816201038661587e-16	1.0	3.332468147957673e-21
Pseudogymnoascus_sp._VKM_F-4513_FW-928	1	1.0	1.0	6.326876600615738e-15	1.0	6.73319178190468e-11
Mucor_circinelloides	0	0.0	1.0	1.0	8.035107003584799e-15	6.642798290601437e-12
Blastobotrys_serpentis	2	2.0	1.0	2.370006952593321e-21	2.1313581199058805e-23	1.0
Yarrowia_divulgata	2	2.0	1.0	1.148916813144713e-17	1.5095987610999617e-12	1.0
Schizosaccharomyces_octosporus	0	0.0	1.0	1.0	1.7551475579174764e-16	2.0129288860748495e-11
Microcyclospora_pomicola	2	2.0	1.0	1.3989562286376156e-10	2.701445024708843e-13	1.0
Fomitopsis_palustris	0	0.0	1.0	1.0	8.50640186322828e-31	1.1159653930115088e-12
Candida_albicans	2	2.0	1.0	8.641126920957432e-21	1.1078509915485827e-20	1.0
Debaryomyces_fabryi	2	2.0	1.0	4.235238004621439e-15	1.2830578613454158e-12	1.0
Ophiocordyceps_camponoti-rufipedis	1	1.0	1.0	6.128427572870747e-31	1.0	3.6154212656664656e-25
Trichophyton_equinum	2	2.0	1.0	8.097519816700207e-20	1.3093938433517138e-10	1.0
Aspergillus_tanneri	2	2.0	1.0	3.470913556569144e-10	9.926141852911741e-11	1.0
Pyrenophora_seminiperda	2	2.0	1.0	4.472088851343594e-16	1.9654724625183667e-13	1.0
Antrodiella_citrinella	0	0.0	1.0	1.0	1.1095793984756344e-30	7.898258243044026e-16
Diaporthe_aspalathi	1	1.0	1.0	2.9057051665252497e-17	1.0	1.5473582991190533e-17
Tilletia_walkeri	0	0.0	1.0	1.0	2.9509206459978113e-26	6.351251667738875e-15
Pseudogymnoascus_sp._VKM_F-4514_FW-929	1	1.0	1.0	1.6633075870949553e-15	1.0	4.838632827741662e-10
Colletotrichum_coccodes	1	1.0	1.0	5.790846623022431e-16	1.0	1.163864469209963e-13
Malbranchea_cinnamomea	2	2.0	1.0	1.3929448705596315e-09	5.089376287753782e-15	1.0
Cladosporium_sphaerospermum	2	2.0	1.0	1.229293940031601e-15	1.8073777270275447e-15	1.0
Nematocida_sp._1	0	0.0	1.0	1.0	2.318782541080946e-21	3.772880835197943e-15
Rhizopogon_villosulus	0	0.0	1.0	1.0	5.585452772810769e-22	2.7710084864163674e-14
Diplodia_corticola	2	2.0	1.0	1.6159976135021736e-10	1.2781600222666611e-09	1.0
Cairneyella_variabilis	1	1.0	1.0	4.742212549838261e-14	1.0	7.064465457062852e-09
Neonectria_hederae	1	1.0	1.0	2.5513857086627015e-25	1.0	8.119958264378202e-17
Lyophyllum_decastes	0	0.0	1.0	1.0	3.531503838040235e-20	6.740593500031977e-11
Thecaphora_thlaspeos	0	0.0	1.0	1.0	6.531919454344363e-16	7.994610664433397e-19
Trichoderma_parareesei	1	1.0	1.0	1.5966926404133661e-21	1.0	1.650889134484864e-19
Trametes_sanguinea	0	0.0	1.0	1.0	7.031517924806026e-35	7.06393561808634e-14
Aspergillus_persii	2	2.0	1.0	4.686836585065385e-15	1.9549311822131266e-11	1.0
Citeromyces_matritensis	2	2.0	1.0	2.0243740017633627e-09	2.1626483311303762e-19	1.0
Brettanomyces_anomalus	2	2.0	1.0	2.6945667030986442e-08	2.5819714422059548e-11	1.0
Tilletia_caries	0	0.0	1.0	1.0	2.632464277833493e-26	1.4342983596402439e-15
Mrakia_blollopis	0	0.0	1.0	1.0	7.225893622183422e-40	0.0
Tremella_fuciformis	0	0.0	1.0	1.0	7.567503192972001e-18	2.8488478936994355e-12
Valsa_mali	1	1.0	1.0	9.626740205702498e-24	1.0	1.2629002390292937e-13
Juglanconis_oblonga	1	1.0	1.0	9.430051561090875e-20	1.0	3.167168263762399e-11
Cetradonia_linearis	2	2.0	1.0	3.316126540031661e-11	8.889835534375834e-10	1.0
Yarrowia_lipolytica	2	2.0	1.0	2.2313901215046533e-13	2.2470776350758115e-09	1.0
Kwoniella_pini	0	0.0	1.0	1.0	8.171219929068063e-19	4.745107708451976e-14
Preussia_sp._BSL10	2	2.0	1.0	4.2808340422820224e-14	1.3486694908375254e-14	1.0
Saturnispora_zaruensis	2	2.0	1.0	1.7062073549372306e-19	3.356622411014849e-27	1.0
Puccinia_novopanici	0	0.0	1.0	1.0	4.3238421176816644e-10	2.523545955535056e-11
Phaffomyces_opuntiae	2	2.0	1.0	1.3293174847378968e-27	2.7066867289952606e-27	1.0
Citeromyces_siamensis	2	2.0	1.0	1.8848520522141143e-09	1.524639594894707e-20	1.0
Cyberlindnera_americana	2	2.0	1.0	2.2030449080347537e-23	9.86232555095949e-17	1.0
Cutaneotrichosporon_curvatum	0	0.0	1.0	1.0	3.117451293414657e-16	1.3761183134713062e-16
Fusarium_tricinctum	1	1.0	1.0	3.831280980892991e-18	1.0	3.0364723322545695e-12
Pezicula_radicicola	1	1.0	1.0	1.0311403559875753e-17	1.0	1.1556456312733498e-11
Colletotrichum_chlorophyti	1	1.0	1.0	2.3407288140326497e-18	1.0	5.169944333749399e-12
Stagonosporopsis_tanaceti	2	2.0	1.0	7.37913508075394e-09	1.4354274333831102e-13	1.0
Ashbya_aceri	2	2.0	1.0	3.5962528663552665e-14	4.0132144064650516e-20	1.0
Grifola_frondosa	0	0.0	1.0	1.0	1.2281265040380255e-23	1.617532496833718e-11
Yueomyces_sinensis	2	2.0	1.0	7.680837276649423e-19	6.448859392744484e-22	1.0
Penicillium_antarcticum	2	2.0	1.0	1.145362125455629e-12	6.249649409095781e-11	1.0
Tolypocladium_inflatum	1	1.0	1.0	7.730321902766987e-23	1.0	1.0344600379346689e-20
Ogataea_trehaloabstinens	2	2.0	1.0	6.648296279818111e-13	1.3209431663135898e-17	1.0
Armillaria_gallica	0	0.0	1.0	1.0	1.9345667189038328e-19	1.932574759944128e-12
Amanita_brunnescens	0	0.0	1.0	1.0	3.535674671389305e-17	6.816720105051743e-11
Termitomyces_heimii	0	0.0	1.0	1.0	5.856686663419097e-11	1.0895747498684827e-10
Candida_auris	2	2.0	1.0	2.1922704908766338e-17	3.7413377517586666e-14	1.0
Cladophialophora_immunda	2	2.0	1.0	2.944666862778056e-12	1.5542794828959927e-10	1.0
Byssochlamys_nivea	2	2.0	1.0	1.0153264676498325e-13	1.0381927088853882e-11	1.0
Cutaneotrichosporon_daszewskae	0	0.0	1.0	1.0	3.122381639266564e-14	1.5355039737605558e-17
Ogataea_polymorpha	2	2.0	1.0	3.682708175940198e-18	6.268404873211408e-22	1.0
Hypoxylon_sp._CI-4A	1	1.0	1.0	2.73941201872559e-16	1.0	1.7838519290186428e-12
Tuber_umbilicatum	2	2.0	1.0	2.7183897494120757e-12	4.0685729785217006e-10	1.0
Microbotryum_intermedium	0	0.0	1.0	1.0	6.475194488299592e-27	2.7050729588915296e-22
Laccaria_amethystina	0	0.0	1.0	1.0	2.5038044112292127e-17	1.3397632612696664e-13
Ogataea_pini	2	2.0	1.0	6.412098347333698e-19	3.435896306790552e-26	1.0
Claviceps_paspali	1	1.0	1.0	5.299006649616709e-21	1.0	4.513097422089319e-17
Cordyceps_pruinosa	1	1.0	1.0	6.329361101990922e-23	1.0	4.0154757299727846e-15
Thielaviopsis_ethacetica	1	1.0	1.0	3.810732672967929e-16	1.0	1.3818040552169752e-17
Baeospora_myosura	0	0.0	1.0	1.0	1.4641939779508864e-24	4.0734318695889726e-11
Juglanconis_juglandina	1	1.0	1.0	4.872807616616031e-25	1.0	2.284724330298832e-13
